stage,n_tasks_total,n_tasks_with_any_link,mean_links_per_task,median_links_per_task,p95_links_per_task,n_unique_isco,isco_coverage_share,tasks_per_isco_mean,tasks_per_isco_median,tasks_per_isco_p95,tasks_per_isco_max,share_tasks_in_top5_isco,gini_tasks_per_isco,entropy_tasks_per_isco,mean_similarity_retained,median_similarity_retained,p10_similarity_retained,n_overloaded_isco,share_tasks_in_overloaded_isco,retrieval_sim1_mean,retrieval_sim1_median,retrieval_gap12_mean,retrieval_gap12_median,retrieval_gap1k_mean,retrieval_entropy_mean,retrieval_entropy_median,retrieval_lowconf_share,delta_links_vs_prev,delta_tasks_with_any_link_vs_prev,run_id
S1_RETRIEVE,18796,18796,5.0,5.0,5.0,436,1.0,215.55045871559633,168.5,557.0,946.0,0.04662694190253246,0.39252637199794616,5.820810819219465,0.549062788928854,0.5556834042072296,0.40481325685977937,22,0.46621621621621623,0.6076794127384877,0.6155769526958466,0.04369223489247502,0.028492748737335205,0.09699624521246766,1.2901705245822082,1.4174252862955976,0.7362736752500532,0,0,41333b992be24618
S2_TASK_FILTER,18796,18796,1.0,1.0,1.0,426,0.9770642201834863,44.12206572769953,35.0,120.75,301.0,0.06400297935731007,0.4521576861324006,5.703866558849696,0.6076794127384877,0.6155769526958466,0.4698726236820221,4,0.0534156203447542,0.6076794127384877,,,0.028492748737335205,,1.2901705245822082,,0.7362736752500532,-75184,0,41333b992be24618
