stage,n_tasks_total,n_tasks_with_any_link,mean_links_per_task,median_links_per_task,p95_links_per_task,n_unique_isco,isco_coverage_share,tasks_per_isco_mean,tasks_per_isco_median,tasks_per_isco_p95,tasks_per_isco_max,share_tasks_in_top5_isco,gini_tasks_per_isco,entropy_tasks_per_isco,mean_similarity_retained,median_similarity_retained,p10_similarity_retained,n_overloaded_isco,share_tasks_in_overloaded_isco,retrieval_sim1_mean,retrieval_sim1_median,retrieval_gap12_mean,retrieval_gap12_median,retrieval_gap1k_mean,retrieval_entropy_mean,retrieval_entropy_median,retrieval_lowconf_share,delta_links_vs_prev,delta_tasks_with_any_link_vs_prev,run_id
S1_RETRIEVE,18796,18796,5.0,5.0,5.0,436,1.0,215.55045871559633,166.0,575.0,1315.0,0.06038518833794424,0.40605696898227417,5.788410573274825,0.6376594607387104,0.63996422290802,0.5156771004199981,22,0.5064375399021068,0.7168579316073895,0.7258294820785522,0.06241345364829534,0.04387602210044861,0.1276862553151764,1.1288035934078406,1.262701649172167,0.5635773568844435,0,0,55a79d7f403d229d
S2_TASK_FILTER,18796,18796,1.0,1.0,1.0,401,0.9197247706422018,46.87281795511222,35.0,116.0,444.0,0.07384549904234944,0.43548582257911295,5.661505813775756,0.7168579316073895,0.7258294820785522,0.6068733334541321,5,0.07384549904234944,0.7168579316073895,,,0.04387602210044861,,1.1288035934078406,,0.5635773568844435,-75184,0,55a79d7f403d229d
