stage,n_tasks_total,n_tasks_with_any_link,mean_links_per_task,median_links_per_task,p95_links_per_task,n_unique_isco,isco_coverage_share,tasks_per_isco_mean,tasks_per_isco_median,tasks_per_isco_p95,tasks_per_isco_max,share_tasks_in_top5_isco,gini_tasks_per_isco,entropy_tasks_per_isco,mean_similarity_retained,median_similarity_retained,p10_similarity_retained,n_overloaded_isco,share_tasks_in_overloaded_isco,retrieval_sim1_mean,retrieval_sim1_median,retrieval_gap12_mean,retrieval_gap12_median,retrieval_gap1k_mean,retrieval_entropy_mean,retrieval_entropy_median,retrieval_lowconf_share,delta_links_vs_prev,delta_tasks_with_any_link_vs_prev,run_id
S1_RETRIEVE,18796,18796,5.0,5.0,5.0,431,0.9885321100917431,218.05104408352668,163.0,528.0,1246.0,0.06069376463077251,0.41782508891411463,5.761677739289822,0.9201665709851574,0.919715404510498,0.8977877914905548,22,0.4826558842306874,0.9364156604390318,0.9378726780414581,0.013207884646903,0.009755343198776245,0.025783576891000637,1.5812551926859746,1.5937280652258485,1.0,0,0,9b01f20bb90afd8a
S2_TASK_FILTER,18796,18796,1.0,1.0,1.0,390,0.8944954128440367,48.194871794871794,38.0,120.09999999999991,498.0,0.08336880187273889,0.43953186984683046,5.618109600006562,0.9364156604390318,0.9378726780414581,0.9145881235599518,7,0.10534156203447542,0.9364156604390318,,,0.009755343198776245,,1.5812551926859746,,1.0,-75184,0,9b01f20bb90afd8a
