stage,n_tasks_total,n_tasks_with_any_link,mean_links_per_task,median_links_per_task,p95_links_per_task,n_unique_isco,isco_coverage_share,tasks_per_isco_mean,tasks_per_isco_median,tasks_per_isco_p95,tasks_per_isco_max,share_tasks_in_top5_isco,gini_tasks_per_isco,entropy_tasks_per_isco,mean_similarity_retained,median_similarity_retained,p10_similarity_retained,n_overloaded_isco,share_tasks_in_overloaded_isco,retrieval_sim1_mean,retrieval_sim1_median,retrieval_gap12_mean,retrieval_gap12_median,retrieval_gap1k_mean,retrieval_entropy_mean,retrieval_entropy_median,retrieval_lowconf_share,delta_links_vs_prev,delta_tasks_with_any_link_vs_prev,run_id
S1_RETRIEVE,18796,18796,5.0,5.0,5.0,426,0.9770642201834863,220.61032863849766,169.0,551.75,1331.0,0.06454564801021494,0.40425097938128896,5.766335434533559,0.7923354670865203,0.7900784611701965,0.7410524070262909,22,0.5005320280910832,0.8302739826852551,0.8316291570663452,0.03074698314105584,0.022891908884048462,0.06036707938389718,1.4555724025273828,1.5192553231682613,0.9093424132794211,0,0,e7ac565a1cd46dbe
S2_TASK_FILTER,18796,18796,1.0,1.0,1.0,395,0.9059633027522935,47.584810126582276,36.0,119.0,506.0,0.07815492658012343,0.4385702856250051,5.63519444734031,0.8302739826852551,0.8316291570663452,0.7795295715332031,6,0.08948712492019578,0.8302739826852551,,,0.022891908884048462,,1.4555724025273828,,0.9093424132794211,-75184,0,e7ac565a1cd46dbe
