stage,n_tasks_total,n_tasks_with_any_link,mean_links_per_task,median_links_per_task,p95_links_per_task,n_unique_isco,isco_coverage_share,tasks_per_isco_mean,tasks_per_isco_median,tasks_per_isco_p95,tasks_per_isco_max,share_tasks_in_top5_isco,gini_tasks_per_isco,entropy_tasks_per_isco,mean_similarity_retained,median_similarity_retained,p10_similarity_retained,n_overloaded_isco,share_tasks_in_overloaded_isco,retrieval_sim1_mean,retrieval_sim1_median,retrieval_gap12_mean,retrieval_gap12_median,retrieval_gap1k_mean,retrieval_entropy_mean,retrieval_entropy_median,retrieval_lowconf_share,delta_links_vs_prev,delta_tasks_with_any_link_vs_prev,run_id
S1_RETRIEVE,18796,18796,5.0,5.0,5.0,435,0.9977064220183486,216.04597701149424,168.0,548.7999999999975,1324.0,0.0575760800170249,0.4063672632719606,5.787513709220039,0.6306645934100759,0.6334019601345062,0.5091071546077728,22,0.4944137050436263,0.7088435762150601,0.7169456481933594,0.06128601613647762,0.04323175549507141,0.12644387161266832,1.1376398695283896,1.273741784132178,0.5738454990423494,0,0,3f5845c06b26ee21
S2_TASK_FILTER,18796,18796,1.0,1.0,1.0,408,0.9357798165137615,46.068627450980394,35.0,119.29999999999995,464.0,0.07650563949776548,0.44786150787192947,5.656152272432369,0.7088435762150601,0.7169456481933594,0.5987522602081299,6,0.0872526069376463,0.7088435762150601,,,0.04323175549507141,,1.1376398695283896,,0.5738454990423494,-75184,0,3f5845c06b26ee21
