stage,n_tasks_total,n_tasks_with_any_link,mean_links_per_task,median_links_per_task,p95_links_per_task,n_unique_isco,isco_coverage_share,tasks_per_isco_mean,tasks_per_isco_median,tasks_per_isco_p95,tasks_per_isco_max,share_tasks_in_top5_isco,gini_tasks_per_isco,entropy_tasks_per_isco,mean_similarity_retained,median_similarity_retained,p10_similarity_retained,n_overloaded_isco,share_tasks_in_overloaded_isco,retrieval_sim1_mean,retrieval_sim1_median,retrieval_gap12_mean,retrieval_gap12_median,retrieval_gap1k_mean,retrieval_entropy_mean,retrieval_entropy_median,retrieval_lowconf_share,delta_links_vs_prev,delta_tasks_with_any_link_vs_prev,run_id
S1_RETRIEVE,18796,18796,5.0,5.0,5.0,436,1.0,215.55045871559633,170.0,546.0,944.0,0.045977867631410936,0.38802448695896663,5.82668974248532,0.5443291224965797,0.5510848164558411,0.3981971502304077,22,0.465684188125133,0.6031102570097645,0.6114277541637421,0.04387326899834277,0.028760254383087158,0.09718618833026459,1.2889543278875224,1.4168840171920343,0.7358480527771867,0,0,01d82e4486899b56
S2_TASK_FILTER,18796,18796,1.0,1.0,1.0,426,0.9770642201834863,44.12206572769953,34.0,121.0,303.0,0.06405618216641838,0.45066476035756287,5.706429366779429,0.6031102570097645,0.6114277541637421,0.4634343981742859,4,0.0534156203447542,0.6031102570097645,,,0.028760254383087158,,1.2889543278875224,,0.7358480527771867,-75184,0,01d82e4486899b56
